titre,description,ville,type_bien,etage,prix,surface,pieces,DPE,full_description,lien
Vente Appartement 49 m² Villeurbanne,T2 Gratte-Ciel   Terrasse 25 m2   Métro A   Rez-de-jardin,Villeurbanne,Appartement,1,225000,49.0,2,E,"Neyret Immobilier vous propose ce superbe appartement T2 en rez-de-jardin, idéalement situé en hyper-centre de Villeurbanne, dans le secteur prisé des Gratte-Ciel.Au sein d’une résidence récente et de standing, cet appartement bénéficie d’un environnement calme et sécurisé, avec une vue sur le parc de la résidence.L’emplacement est un véritable atout : au pied du tramway T6 permettant un accès rapide au campus de la Doua et à seulement 5 minutes à pied du métro A reliant le centre de Lyon.L’appartement se compose d’un bel espace de vie de 25 m2 avec cuisine, d’une chambre avec accès direct à la terrasse ainsi que d’une salle de bains.Vous profiterez d’une terrasse de 25 m2, véritable prolongement de l’espace de vie, idéale pour vos moments de détente.Un bien rare sur le secteur, parfait pour un premier achat, un pied-à-terre ou un investissement locatif. Contactez Neyret Immobilier pour organiser une visite. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur : www.georisques.gouv.fr",https://www.etreproprio.com/immobilier-24951370-vente-t2-gratte-ciel-terrasse-25-m2-metro-a-rez-de-jardin-villeurbanne
Vente Appartement 22 m² Lyon-2e,Investissement en residence étudiante,Lyon-2e,Appartement,5,141644,22.0,1,D,"Simplicité et Tranquillité de votre investissement avec bail  Opportunité d’Investissement locatif en Résidence Etudiante Cet appartement est un investissement . Pas d’occupation pour soi-même ou ses enfants. Investissez sereinement dans un bien immobilier étudiant en bénéficiant d’un loyer sécurisé par un bail commercial en délégant totalement la gestion de votre bien. Idéal pour vous constituer ou valoriser un patrimoine et vous créer un complément de revenus. Avantage fiscal du LMNP : pas d’impôt sur les loyers perçus !   Residence ODALYS CAMPUS CONFLUENCE  7, cours Bayard - 69002 LYON https://www.odalys-campus.com/residences/une-residence-pour-etudiants-a-lyon-odalys-campus-confluence/   Studio meublé de 22.39 m2 au 5E etage Prix de vente : 141 644€ Loyer annuel perçu : 5 875€ Charges annuelles : 366€ Taxe foncière : 409€ Exploitant : ODALYS CAMPUS Bail en cours 09/2034 Idéal pour un Investisseur souhaitant :un revenu locatif stable et sécurisé,un placement immobilier sans gestion,un complément de revenus défiscalisé grâce au statut LMNP. Contact :  Benoit GENTILINI   Conseiller en investissements LMNP  APOGEE PATRIMOINE  www.apogeepatrimoine.com",https://www.etreproprio.com/immobilier-25284108-vente-investissement-en-residence-etudiante-lyon-2e
Vente Appartement 91 m² Lyon-4e,Lyon 4ème – Plateau de la Croix-Rousse – Appartement familial de 91 m² avec balcon,Lyon-4e,Appartement,,375000,91.0,4,D,"Situé au cœur d'un secteur recherché, à proximité immédiate du métro Hénon, cet appartement de 91 m² bénéficie d'un emplacement privilégié au sein d'une copropriété de standing, sécurisée avec gardien et ascenseur.

L'entrée dessert une pièce de vie spacieuse et particulièrement lumineuse grâce à son exposition plein Sud. Ce séjour s'ouvre sur un large balcon filant, offrant un espace extérieur de qualité. La partie jour est complétée par une cuisine indépendante.

L'espace nuit, bien délimité, se compose de :

Deux chambres généreuses (12 et 14 m² environ).
La configuration actuelle permet la création aisée d'une 3ème chambre sans dénaturer l'équilibre des volumes.

Une salle de bains et un WC indépendant.

Caractéristiques techniques
Étage : 3ème sur 5 avec ascenseur.

Annexes : Une cave saine en sous-sol complète le bien.

Stationnement : Possibilité d'acquérir un garage fermé au sein de la résidence en sus (34 000 €).

Environnement : Calme résidentiel, à deux pas des commerces, des établissements scolaires de renom et des transports.

L'avis de l'expert :
Ce bien se distingue par sa modularité et sa luminosité exceptionnelle. Sa situation géographique stratégique sur le Plateau en fait une opportunité rare, idéale pour une résidence principale familiale ou un investissement patrimonial pérenne.

Visite Virtuelle disponible
Référence agence : 553",https://www.etreproprio.com/immobilier-25285314-vente-lyon-4eme-plateau-de-la-croix-rousse-appartement-familial-de-91-m-avec-balcon-lyon-4e
Vente Maison 256 m² Albigny-Sur-Saone,Maison 256 m² à Albigny-Sur-Saone,Albigny-Sur-Saone,Maison,,930000,256.0,6,B,"En exclusivité sur la commune prisée d'Albigny-Sur-Saône, à proximité de toute commodité à pied (commerces, écoles, arrêt de bus pour la gare). Venez découvrir cette magnifique maison familiale, construite en 2020 de 197 m² habitables 256 m² utiles (6 chambres), un garage de 39 m² et la possibilité de garer 3 véhicules sur la propriété, un atelier de 11,41 m², une buanderie / cellier de 11 m² sur un terrain de 600 m², arboré et végétalisé avec soin, aménagé d'une piscine et de grandes terrasses. Prestations haut de gamme, peu énergivore (chauffage au gaz par le sol) et très lumineuse, elle est aujourd'hui habitée par deux familles. Elle offre de beaux volumes : pièce de vie avec cuisine aménagée et équipée ouverte sur salle à manger / salon accès terrasse (possibilité 78 m² en abattant la double cloison), 6 chambres, de 12 à 18 m² dont une de plain-pied de 16 m² avec salle d'eau et grands placards, salle de bain (baignoire et douche), salle d'eau, 5 wc dont 3 indépendants, salle de jeux de 48 m² idéal pour exercer une activité professionnelle à la maison ou télé travailler. Très fonctionnelle, elle offre la possibilité de loger parents / grands enfants ou location de courtes durées. Pour visiter cette maison très bien entretenue, Karine Fontaine à votre écoute au O6.73. O8. O9.15.Vous pouvez contacter Karine FONTAINE [Coordonnées masquées] [Coordonnées masquées] LOI ALUR :  Honoraires charge vendeur. (gedeon_5849_33075694)",https://www.etreproprio.com/immobilier-25290096-vente-maison-256-m-a-albigny-sur-saone-albigny-sur-saone
Vente Maison 73 m² Amplepuis,Maison 73 m² à Amplepuis,Amplepuis,Maison,1,149000,73.0,3,D,"La Première Agence vous invite à découvrir cette maison de ville, offrant un cadre de vie agréable et fonctionnel au coeur de la commune d'Amplepuis.
Dès les premiers instants, vous serez séduit par une maison en bon état général, ayant bénéficié de travaux récents, et proposant une organisation sur trois niveaux.
Le rez-de-chaussée accueille une cuisine aménagée et équipée, prolongée par un séjour chaleureux de 19 m². Un WC indépendant ainsi qu'un espace buanderie viennent compléter ce niveau.
Au premier étage, vous découvrirez une première chambre ainsi qu'une salle d'eau avec WC. Le dernier niveau propose une seconde chambre de belle surface, agrémentée d'un espace dressing.
Côté extérieur, le bien dispose d'un balcon, d'une terrasse et d'un jardin d'environ 254 m², offrant un véritable espace de détente.
En complément, deux caves totalisant près de 40 m² viennent apporter un espace de stockage appréciable.
La maison bénéficie d'un chauffage électrique, de menuiseries en double vitrage bois et d'un assainissement au tout-à-l'égout.
Un bien idéal pour un premier achat ou un investissement, alliant fonctionnalité, extérieur et proximité des commodités.

Honoraires à la charge du vendeur.  Classe énergie D, Classe climat B Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2021 : entre 1250.00 et 1730.00 . Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. 

Votre conseiller La première Agence : Pierre Tardy
Agent commercial (Entreprise individuelle)  
  RSAC 879 684 504",https://www.etreproprio.com/immobilier-25287154-vente-maison-73-m-a-amplepuis-amplepuis
Vente Maison 128 m² Charnay,Maison 128m² à charnay,Charnay,Maison,,315000,128.0,5,C,"Votre agence ERA IMMOBILIER vous propose sur la commune de Charnay cette maison de village en pierres dorées entièrement rénovée, avec terrasse située au coeur du village.
A seulement 10 minutes de Chazay-d'Azergues, venez découvrir cette charmante maison sans aucun travaux à prévoir d'une surface habitable d'environ 128 m².
 alliant le cachet de l'ancien et le confort moderne. 
Très bien notée au diagnostic énergétique, elle offre des prestations de qualité : pompe à chaleur, poêle à bois, équipements récents et finitions soignées pour un confort optimal au quotidien.
Au calme, tout en étant au coeur du village, la maison se déploie sur deux niveaux avec un sous-sol fonctionnel.
Composition :
Niveau principal : dégagement, Lumineux salon avec sur la terrasse, cuisine ouverte moderne et entièrement équipée .
Étage : trois chambres, dont une suite avec salle d'eau, un dressing, une salle de bain et un WC.
Sous-sol : espace de rangement et dépendances appréciables.
Maison clé en main, parfaitement rénovée, idéale pour les amateurs de belles pierres souhaitant profiter de la vie de village avec toutes les commodités à pied.
Un bien rare sur le secteur de Charnay, alliant authenticité, confort et emplacement privilégié. À découvrir rapidement.

 Franck DA ROIT (EI) Agent Commercial - Numéro RSAC : 982046278 - VILLEFRANCHE TARARE.

En savoir plus : https://www.eraimmobilier.com/agence-immobiliere-chazay-dazergues-185/annonces/483853",https://www.etreproprio.com/immobilier-25286874-vente-maison-128m-a-charnay-charnay
Vente Appartement 61 m² Fontaines-Sur-Saone,Appartement 61 m² à Fontaines-Sur-Saone,Fontaines-Sur-Saone,Appartement,1,170000,61.0,3,D,"Sur la commune de Fontaines-sur-Saône, à deux pas de Caluire, venez découvrir cet appartement de 60 m², niché dans une résidence calme, verdoyante et particulièrement agréable à vivre.

Ici, tout est réuni pour le quotidien : des espaces verts soignés, des aires de jeux pour les enfants, et surtout toutes les commodités accessibles facilement (commerces, écoles, bus 33 et 70 au pied de la résidence, gare de Sathonay à 10 minutes à pied, sans oublier la voie verte pour vos balades).

Dès l'entrée, on se sent bien. Le séjour, spacieux et baigné de lumière grâce à sa double exposition Est-Ouest, constitue le coeur de l'appartement. Son parquet en chêne massif lui apporte beaucoup de charme. Il s'ouvre sur un balcon sans vis-à-vis, avec une vue dégagée  un vrai petit coin de tranquillité pour profiter des beaux jours.

La cuisine séparée, possède elle aussi son balcon. Elle peut facilement être repensée et ouverte sur le séjour pour créer une grande pièce de vie conviviale, selon vos envies (voir suggestions sur plans).

Côté nuit, l'appartement offre un espace bien distinct, au calme, une chambre confortable, une salle d'eau et des WC séparés.
Pour répondre à vos besoins, une deuxième chambre peut être aménagée en repensant l'agencement actuel (voir suggestions plans).

En plus, vous bénéficierez d'une grande cave privative de 11,45m2 pour le rangement, d'un local vélos dans la copropriété, ainsi que d'un parking extérieur sécurisé  un vrai plus dans le secteur.

Un appartement agréable à vivre, avec du potentiel, idéal pour un premier achat ou un investissement.

À découvrir en exclusivité avec L'Annexe !

Honoraires à la charge du vendeur.  Dans une copropriété de 310 lots. Quote-part moyenne du budget prévisionnel 4 214 /an. Aucune procédure n'est en cours. Classe énergie D, Classe climat A Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2023 : entre 890.00 et 1250.00 . Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. 

 Retrouvez l'annonce de l'agence immobilière L'ANNEXE sur : https://www.lannexe-immo.fr/ref/VA2714",https://www.etreproprio.com/immobilier-25283851-vente-appartement-61-m-a-fontaines-sur-saone-fontaines-sur-saone
Vente Maison 90 m² Chaponnay,"Chaponnay, maison moderne avec plus de 300 m2 de dépendances, idéale stockage et activité, sur 3 581 m2 de ter",Chaponnay,Maison,0,450000,90.0,4,D,"Située sur le secteur recherché de Chaponnay, cette maison bénéficie d’un emplacement stratégique alliant calme et excellente accessibilité. Vous rejoignez l’autoroute A46 en environ 3 km, permettant de contourner rapidement Lyon, tandis que l’accès à l’A43 se situe à environ 6 km. La rocade Est est accessible en quelques minutes.Implantée sur une belle parcelle de 3 581 m2, cette maison d’environ 90 m2 habitables propose un agencement fonctionnel et moderne. Au rez-de-chaussée, vous profitez d’une pièce de vie agréable avec une cuisine ouverte récente, installée en 2021, donnant sur une salle à manger de 26 m2 et s'ouvrant également sur terasse à l'Ouest de 20m2. Un salon indépendant de 12 m2 complète cet espace, ainsi qu’une salle de bains sur ce niveau.À l’étage, deux chambres vous attendent, dont une spacieuse de 17 m2, ainsi qu’une seconde salle de bains moderne.La maison bénéficie d’un bon niveau de confort avec un poêle à bois, une VMC, des menuiseries en double vitrage et des volets roulants électriques. Elle affiche une consommation énergétique de 201 kWh/m2/an, classée D, offrant un bon équilibre entre confort et maîtrise des charges. La toiture a été reprise il y a environ 15 ans et l’ensemble est en très bon état général. Il y a également 24 panneaux solaires sur la toiture de la grange.Ce bien se distingue particulièrement par ses nombreuses dépendances, représentant plus de 300 m2, un véritable atout rare sur le secteur. Vous disposez d’un garage simple avec porte motorisée et espace de stockage à l’étage, d’un double garage de 60 m2 avec deux portes électriques, d’une écurie de 40 m2, d’un hangar de 130 m2 ainsi que de quatre box supplémentaires.Ces volumes offrent un potentiel exceptionnel pour du stockage, une activité professionnelle, artisanale ou pour des besoins spécifiques nécessitant de grands espaces.Cette propriété constitue une opportunité idéale pour conjuguer une résidence principale agréable et un fort potentiel d’exploitation des annexes, tout en restant parfaitement connectée aux principaux axes de la région lyonnaise.Une visite privée vous permettra d’apprécier pleinement les possibilités offertes par ce bien rare. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.frVous souhaitez la visiter, contactez-nous :https://www.lesclesdaxelle.fr/[Coordonnées masquées] Herrault - [Coordonnées masquées]Julien Lemoine - [Coordonnées masquées]Carte professionnelle: CPI69[Coordonnées masquées]00027 délivrée par Chambre decommerce et d'industrie à Lyon métropole Saint-Etienne Roanne",https://www.etreproprio.com/immobilier-25284638-vente-chaponnay-maison-moderne-avec-plus-de-300-m2-de-dependances-ideale-stockage-et-activite-sur-3-581-m2-de-ter-chaponnay
Vente Maison 195 m² Rivolet,Maison 195 m² à Rivolet,Rivolet,Maison,0,675000,195.0,7,A,"Proche Villefranche sur Saône  Beau village du Beaujolais - Maison contemporaine de 2023 avec garanties décennales et dommage ouvrage  195 m² hab. env.  7 pièces  4 chambres  Suite parentale rdc  Pièce à vivre 85 m² - Prestations haut de gamme - Piscine chauffée  2 terrasses  garage double - Terrain 938 m²

À Rivolet, au coeur du Beaujolais et à seulement 15 minutes de Villefranche-sur-Saône, venez découvrir cette somptueuse villa contemporaine construite en 2023, développant 194 m² habitables sur un terrain paysager de 938 m².

Conçue avec des matériaux de qualité et des prestations haut de gamme, cette maison séduit par ses volumes généreux, son confort moderne, sa performance énergétique remarquable, et surtout sa luminosité exceptionnelle grâce à de vastes ouvertures en aluminium baignant les espaces de lumière naturelle.

De plain-pied, l'espace de vie d'environ 85 m² avec cuisine ouverte offre un cadre convivial, lumineux et fonctionnel. Une suite parentale complète ce niveau avec un grand dressing, une salle de bains incluant baignoire et douche. Un hall d'entrée, une buanderie ainsi qu'un double garage viennent parfaire le rez-de-chaussée, pensé pour le confort au quotidien.

À l'étage, trois chambres supplémentaires accueillent la famille ou les invités, accompagnées d'un espace ouvert de plus de 24 m² surplombant le séjour, idéal pour un coin bureau ou détente, ainsi qu'une salle d'eau et un second WC indépendant.

Côté cuisine, les amateurs seront comblés par un aménagement haut de gamme entièrement équipé. Les extérieurs sont tout aussi séduisants : deux vastes terrasses (80 m²) et une piscine chauffée créent un cadre idéal pour profiter pleinement des journées ensoleillées.

Aspects techniques :
Plancher chauffant par pompe à chaleur (réversible - performance et confort été comme hiver) - Assainissement aux normes - Garanties décennale et dommage ouvrage encore valides pendant 7 ans.

Commodités  : Écoles maternelles et élémentaires accessibles à pied en 5 minutes, commerce de proximité (Bar-Restaurant), arrêts de bus à quelques mètres , alimentation générale à 5 minutes en voiture...

Une opportunité rare d'acquérir une propriété contemporaine alliant raffinement, bien-être et fonctionnalité.

Pour toute visite, contactez Florence BASSOU au [Coordonnées masquées]  et laissez-vous séduire par les atouts de cette villa d'exception.

Honoraires à la charge du vendeur.  Classe énergie A, Classe climat A. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. 

Votre conseiller Pietrapolis Villefranche-sur-Saône : Florence BASSOU
Agent commercial (Entreprise individuelle)  
  RSAC 815329347",https://www.etreproprio.com/immobilier-25285785-vente-maison-195-m-a-rivolet-rivolet
Vente Appartement 42 m² Lyon-5e,Appartement 42 m² à Lyon-5e,Lyon-5e,Appartement,1,290000,42.0,2,F,"Iad France - Vincent Lionnet vous propose : Opportunité à Saisir - Charmant Appartement Rénové au COEur de LyonBienvenue dans ce magnifique appartement rénové, situé dans un immeuble de caractère datant de 1800, à deux pas des quais de Saône, dans le quartier prisé de Lyon. Cet appartement de 2 pièces offre un cadre de vie calme et agréable, idéal pour les personnes en quête de tranquillité au cOEur de la ville. L'appartement, d'une surface de 42.58 m², est situé au premier étage sur trois d'un immeuble historique. Il se compose d'un espace de vie lumineux avec double exposition, offrant une belle luminosité naturelle tout au long de la journée. Ce bien rénové avec goût offre des équipements modernes pour un confort optimal. Profitez du câble TV, de la fibre optique, ainsi que de la ventilation mécanique pour un espace de vie agréable et connecté. La résidence, bien entretenue, propose un système de sécurité complet avec digicode et interphone pour garantir votre tranquillité et votre sérénité au quotidien. Situé à proximité des commerces, des transports en commun et des espaces verts, cet appartement offre une localisation idéale pour profiter pleinement de tout ce que Lyon a à offrir. Cette perle rare, rénovée avec soin et offrant un cadre de vie paisible au cOEur de la ville, saura séduire les personnes à la recherche d'un appartement chaleureux et fonctionnel. Ne tardez pas pour visiter ce bien d'exception. La presente annonce immobiliere vise 1 lot situé dans une copropriété de 25 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 100¤ par mois (soit 1200 ¤ annuel). Honoraires d'agence à la charge du vendeur. Information d'affichage énergétique sur ce bien : classe ENERGIE F indice 370 et classe CLIMAT C indice 12. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Vincent Lionnet mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de SAINT ETIENNE sous le numéro 488122201, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.Informations LOI ALUR :  Soumis au régime de copropriété. Nombre de lots : 25.  Quote part annuelle(moyenne) : 1200 euros. Honoraires charge vendeur. (gedeon_6727_32393433)",https://www.etreproprio.com/immobilier-24138220-vente-appartement-42-m-a-lyon-5e-lyon-5e
Vente Appartement 64 m² Lyon-5e,Appartement 64 m² à Lyon-5e,Lyon-5e,Appartement,1,189000,64.0,4,E,"Iad France - Stéphane Marvy vous propose : APPARTEMENT T4 - LYON 5 - 64 m² - Pratique, prêt à vivre et garage inclusParfait pour un premier achat, cet appartement traversant de 64 m² au dernier étage offre une organisation claire, une belle luminosité dans un cadre de vie serein. L'espace a été pensé pour une installation simple et sans travaux majeurs, avec une circulation fluide et des pièces faciles à aménager. PIÈCE PAR PIÈCE : - Pièce de vie traversante : salon double lumineux, exposé Est / Ouest, sans vis-à-vis, offrant une vue dégagée sur les Monts du Lyonnais.- Cuisine équipée avec son cellier attenant, pratique pour optimiser le rangement.- Deux chambres, plus une pièce supplémentaire modulable selon votre usage (bureau, chambre d'appoint, dressing).- Salle d'eau fonctionnelle et actuelle.- WC indépendant. LOCALISATION & ATOUTS : Secteur calme, commerces et services accessibles rapidement. Bus C20 et 90, écoles, centre médical à proximité directe. Vue dégagée, aucune gêne visuelle, environnement clair et agréable. Résidence entretenue, accès sécurisé par Vigik, interphone et espaces verts. Cave incluse de 7 m² véritable pièce de stockage et box fermé inclus. ÉLÉMENTS PRATIQUES : - 4e et dernier étage (sans ascenseur) - tranquillité garantie, pas de voisins au-dessus.- Copropriété : 60 lots principaux / 34 annexes- Charges : 78 ¤ / mois (eau froide, entretien, fonds Alur)- Chauffage électrique : convecteurs récents et performantsTaxe foncière 2025 : 808¤DPE E (consommation équivalente C : 51 kw / m2 / anVous souhaitez découvrir si ce T4 correspond à votre projet de premier achat ? Une visite vous permettra d'apprécier pleinement son organisation et son potentiel. La presente annonce immobiliere vise 3 lots situés dans une copropriété de 94 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 78¤ par mois (soit 936 ¤ annuel). Honoraires d'agence à la charge du vendeur. Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 292 et classe CLIMAT C indice 11. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Stéphane Marvy mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de Lyon sous le numéro 502726227, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.Informations LOI ALUR :  Soumis au régime de copropriété. Nombre de lots : 94.  Quote part annuelle(moyenne) : 936 euros. Honoraires charge vendeur. (gedeon_6727_31490706)",https://www.etreproprio.com/immobilier-25290683-vente-appartement-64-m-a-lyon-5e-lyon-5e
Vente Maison 242 m² Grezieu-La-Varenne,Maison 242 m² à Grezieu-La-Varenne,Grezieu-La-Varenne,Maison,1,770000,242.0,10,D,"Rare à la vente, NOVEA Immobilier a l'immense plaisir de vous proposer cette magnifique maison d'architecte de 1991, de 341m2 habitable, bâtie sur une parcelle arborée et sans vis-à-vis de 2370m2, le tout au calme du charmant village de Grézieu-la-Varenne.
Vous êtes à la recherche d'une véritable demeure familiale ? La voici !

Une fois passée l'entrée, vous tomberez instantanément sous le charme des volumes et de la luminosité présente dans chaque pièce. Vous vous projetterez immédiatement dans les multiples possibilités que vous offre cette maison où chaque espace est une réelle découverte.

Niveau principal
La visite débute par le séjour, baigné de lumière grâce aux grandes baies vitrées et au skydôme. Vous serez immédiatement attiré par la magnifique terrasse où vous vous projetterez de suite autour d'une table à partager de grands festins entre amis ou de très chaleureux repas en famille. Vous profiterez également d'un très grand jardin, et de son terrain de pétanque. Une envie de discussions, de réception ou de moment de détente ? Bienvenue dans le salon. Encore une fois, sa luminosité et ses grandes ouvertures créent une ambiance chaleureuse et en feront une pièce où il fait bon vivre. Nous continuons la visite pour arriver à une première chambre avec placard, à un bureau doté de grands rangements ainsi qu' à son espace d'accueil avec entrée indépendante, idéal pour une profession libérale.
De retour dans le séjour, vous accéderez également à une salle d'eau, un WC indépendant, l'arrière-cuisine et la cuisine parfaitement aménagée et donnant accès à la cuisine d'extérieur.

Vous emprunterez ensuite un bel escalier sous le skydôme pour accéder aux chambres.

1er étage
Vous découvrirez alors trois très belles chambres comprises entre 11 et 16 m2, la salle de bain avec WC, et, en passant par la véranda, vous accéderez à deux chambres supplémentaires de 26m2 chacune, dont la vue sur les Monts du Lyonnais ne pourra que vous séduire et dont vous ne vous lasserez pas !

Sous-sol
Et si vous manquiez encore d'espace, nous finirons la visite par le grand garage de 61m2 parfaitement aménageable, par la chaufferie / buanderie, salle d'eau avec WC, et trois caves pour stocker plus d'affaires que vous n'en avez !

Ne perdez plus un instant et contactez-moi au plus vite pour découvrir cette magnifique maison pleine de surprises !

Honoraires à la charge du vendeur.  Classe énergie D, Classe climat D. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. 

Votre conseiller NOVEA Immobilier Lyon 5 : Estelle MARTINI
Agent commercial (Entreprise individuelle)  
  RSAC 810886012  
  RCP GALIAN-SMABTP RCACO-23-026363
 Retrouvez l'annonce de l'agence immobilière NOVEA Immobilier Lyon 5 sur : https://www.novea-immobilier.fr/ref/VM2514",https://www.etreproprio.com/immobilier-25287513-vente-maison-242-m-a-grezieu-la-varenne-grezieu-la-varenne
